TimeStamp;Relative Time;srcIP;dstIP;srcPort;dstPort;ipLen;MMS Type;MMS Service;Invoke Id;Domain Id;Item Id;Object Class
15:41:28.18;38.500102000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722915;;;9
15:41:28.19;38.513979000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722915;;;
15:41:31.46;41.778106000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722916;;;9
15:41:31.46;41.781022000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722916;;;
15:41:31.89;42.213086000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722917;;;9
15:41:31.91;42.229754000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722917;;;
15:41:33.03;43.354200000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138549;;;9
15:41:33.04;43.367352000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138549;;;
15:41:33.20;43.525184000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722918;;;9
15:41:33.22;43.538646000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722918;;;
15:41:35.06;45.379216000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138550;;;9
15:41:35.07;45.392041000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138550;;;
15:41:36.47;46.796190000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722919;;;9
15:41:36.48;46.799179000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722919;;;
15:41:36.92;47.238250000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722920;;;9
15:41:36.93;47.251077000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722920;;;
15:41:38.22;48.542275000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722921;;;9
15:41:38.23;48.555451000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722921;;;
15:41:41.50;51.819309000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722922;;;9
15:41:41.50;51.822118000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722922;;;
15:41:41.94;52.261490000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722923;;;9
15:41:41.95;52.275728000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722923;;;
15:41:43.05;53.368306000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138551;;;9
15:41:43.06;53.380696000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138551;;;
15:41:43.24;53.565492000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722924;;;9
15:41:43.26;53.578930000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722924;;;
15:41:45.07;55.394517000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138552;;;9
15:41:45.09;55.408394000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138552;;;
15:41:46.52;56.845411000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722925;;;9
15:41:46.53;56.848240000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722925;;;
15:41:46.96;57.284504000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722926;;;9
15:41:46.97;57.297974000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722926;;;
15:41:48.27;58.592698000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722927;;;9
15:41:48.28;58.606451000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722927;;;
15:41:51.55;61.868605000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722928;;;9
15:41:51.55;61.871456000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722928;;;
15:41:51.98;62.306439000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722929;;;9
15:41:52.00;62.319220000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722929;;;
15:41:53.08;63.400717000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138553;;;9
15:41:53.09;63.414130000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138553;;;
15:41:53.29;63.617536000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722930;;;9
15:41:53.31;63.630877000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722930;;;
15:41:55.10;65.425685000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138554;;;9
15:41:55.12;65.439612000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138554;;;
15:41:56.57;66.893734000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722931;;;9
15:41:56.57;66.896705000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722931;;;
15:41:57.01;67.329671000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722932;;;9
15:41:57.02;67.342849000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722932;;;
15:41:58.32;68.640776000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722933;;;9
15:41:58.33;68.653328000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722933;;;
15:42:01.59;71.910885000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722934;;;9
15:42:01.59;71.913686000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722934;;;
15:42:02.03;72.352814000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722935;;;9
15:42:02.04;72.365929000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722935;;;
15:42:03.10;73.426762000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138555;;;9
15:42:03.12;73.439897000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138555;;;
15:42:03.34;73.659857000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722936;;;9
15:42:03.35;73.672210000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722936;;;
15:42:05.13;75.456815000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138556;;;9
15:42:05.15;75.470588000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138556;;;
15:42:06.61;76.937970000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722937;;;9
15:42:06.62;76.940802000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722937;;;
15:42:07.06;77.378088000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722938;;;9
15:42:07.07;77.391939000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722938;;;
15:42:08.36;78.685951000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722939;;;9
15:42:08.38;78.699726000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722939;;;
15:42:11.63;81.957087000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722940;;;9
15:42:11.64;81.960451000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722940;;;
15:42:12.08;82.398152000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722941;;;9
15:42:12.09;82.411642000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722941;;;
15:42:13.12;83.444151000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138557;;;9
15:42:13.14;83.460844000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138557;;;
15:42:13.39;83.710984000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722942;;;9
15:42:13.40;83.723824000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722942;;;
15:42:15.15;85.474115000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138558;;;9
15:42:15.17;85.488077000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138558;;;
15:42:16.66;86.986099000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722943;;;9
15:42:16.67;86.988951000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722943;;;
15:42:17.09;87.417307000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722944;;;9
15:42:17.11;87.431558000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722944;;;
15:42:18.41;88.728124000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722945;;;9
15:42:18.42;88.743487000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722945;;;
15:42:21.68;92.004195000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722946;;;9
15:42:21.68;92.007015000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722946;;;
15:42:22.12;92.446341000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722947;;;9
15:42:22.14;92.458686000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722947;;;
15:42:23.15;93.475378000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138559;;;9
15:42:23.16;93.487267000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138559;;;
15:42:23.43;93.754224000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722948;;;9
15:42:23.44;93.767860000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722948;;;
15:42:25.18;95.500291000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138560;;;9
15:42:25.19;95.513468000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138560;;;
15:42:26.71;97.031421000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722949;;;9
15:42:26.71;97.034150000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722949;;;
15:42:27.14;97.464365000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722950;;;9
15:42:27.15;97.477044000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722950;;;
15:42:28.45;98.777331000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722951;;;9
15:42:28.47;98.790434000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722951;;;
15:42:31.73;102.049404000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722952;;;9
15:42:31.73;102.052126000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722952;;;
15:42:32.16;102.487431000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722953;;;9
15:42:32.18;102.500572000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722953;;;
15:42:33.18;103.505485000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138561;;;9
15:42:33.20;103.518602000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138561;;;
15:42:33.48;103.801464000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722954;;;9
15:42:33.49;103.814616000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722954;;;
15:42:35.21;105.530483000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138562;;;9
15:42:35.22;105.544342000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138562;;;
15:42:36.75;107.077654000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722955;;;9
15:42:36.76;107.080509000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722955;;;
15:42:37.19;107.509578000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722956;;;9
15:42:37.20;107.522876000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722956;;;
15:42:38.50;108.826590000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722957;;;9
15:42:38.52;108.840596000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722957;;;
15:42:41.77;112.096702000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722958;;;9
15:42:41.78;112.099651000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722958;;;
15:42:42.21;112.535635000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722959;;;9
15:42:42.23;112.549024000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722959;;;
15:42:43.20;113.518646000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138563;;;9
15:42:43.21;113.532356000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138563;;;
15:42:43.52;113.845591000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722960;;;9
15:42:43.54;113.859042000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722960;;;
15:42:45.23;115.548747000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138564;;;9
15:42:45.24;115.562541000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138564;;;
15:42:46.80;117.122964000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722961;;;9
15:42:46.80;117.125772000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722961;;;
15:42:47.23;117.555713000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722962;;;9
15:42:47.25;117.569300000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722962;;;
15:42:48.55;118.869880000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722963;;;9
15:42:48.56;118.883532000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722963;;;
15:42:51.82;122.145970000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722964;;;9
15:42:51.83;122.148788000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722964;;;
15:42:52.24;122.567886000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722965;;;9
15:42:52.26;122.580239000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722965;;;
15:42:53.23;123.551960000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138565;;;9
15:42:53.24;123.565609000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138565;;;
15:42:53.57;123.890063000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722966;;;9
15:42:53.58;123.903830000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722966;;;
15:42:55.25;125.577056000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138566;;;9
15:42:55.27;125.590417000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138566;;;
15:42:56.85;127.168040000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722967;;;9
15:42:56.85;127.170882000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722967;;;
15:42:57.28;127.607002000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722968;;;9
15:42:57.30;127.620107000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722968;;;
15:42:58.59;128.912120000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722969;;;9
15:42:58.60;128.925678000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722969;;;
15:43:01.87;132.188074000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722970;;;9
15:43:01.87;132.190900000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722970;;;
15:43:02.31;132.628064000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722971;;;9
15:43:02.32;132.641314000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722971;;;
15:43:03.26;133.582166000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138567;;;9
15:43:03.27;133.595109000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138567;;;
15:43:03.61;133.935219000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722972;;;9
15:43:03.62;133.947630000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722972;;;
15:43:05.28;135.607187000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138568;;;9
15:43:05.30;135.620833000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138568;;;
15:43:06.89;137.216298000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722973;;;9
15:43:06.90;137.219206000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722973;;;
15:43:07.33;137.654268000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722974;;;9
15:43:07.34;137.667010000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722974;;;
15:43:08.64;138.962268000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722975;;;9
15:43:08.65;138.976049000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722975;;;
15:43:11.91;142.237372000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722976;;;9
15:43:11.92;142.240742000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722976;;;
15:43:12.35;142.674321000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722977;;;9
15:43:12.37;142.689623000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722977;;;
15:43:13.27;143.595440000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138569;;;9
15:43:13.29;143.609350000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138569;;;
15:43:13.66;143.984491000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722978;;;9
15:43:13.68;143.998164000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722978;;;
15:43:15.30;145.625407000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138570;;;9
15:43:15.32;145.641144000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138570;;;
15:43:16.94;147.262448000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722979;;;9
15:43:16.94;147.265275000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722979;;;
15:43:17.37;147.696408000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722980;;;9
15:43:17.39;147.710228000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722980;;;
15:43:18.68;149.004497000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722981;;;9
15:43:18.69;149.017757000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722981;;;
15:43:21.98;152.301567000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722982;;;9
15:43:21.98;152.304345000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722982;;;
15:43:22.41;152.732742000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722983;;;9
15:43:22.42;152.746328000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722983;;;
15:43:23.30;153.626683000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138571;;;9
15:43:23.32;153.640580000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138571;;;
15:43:23.69;154.011612000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722984;;;9
15:43:23.71;154.029409000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722984;;;
15:43:25.33;155.654672000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138572;;;9
15:43:25.34;155.667859000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138572;;;
15:43:27.01;157.336714000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722985;;;9
15:43:27.02;157.339650000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722985;;;
15:43:27.45;157.777681000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722986;;;9
15:43:27.47;157.791450000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722986;;;
15:43:28.76;159.081699000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722987;;;9
15:43:28.77;159.095367000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722987;;;
15:43:32.04;162.359753000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722988;;;9
15:43:32.04;162.362568000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722988;;;
15:43:32.47;162.796809000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722989;;;9
15:43:32.49;162.810450000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722989;;;
15:43:33.33;163.656928000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138573;;;9
15:43:33.35;163.671439000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138573;;;
15:43:33.79;164.108768000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722990;;;9
15:43:33.80;164.121561000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722990;;;
15:43:35.36;165.687020000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138574;;;9
15:43:35.38;165.699853000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138574;;;
15:43:37.06;167.384096000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722991;;;9
15:43:37.06;167.386975000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722991;;;
15:43:37.50;167.822046000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722992;;;9
15:43:37.51;167.835348000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722992;;;
15:43:38.80;169.127541000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722993;;;9
15:43:38.82;169.140459000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722993;;;
15:43:42.09;172.409165000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722994;;;9
15:43:42.09;172.411974000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722994;;;
15:43:42.52;172.844107000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722995;;;9
15:43:42.53;172.856365000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722995;;;
15:43:43.35;173.674062000;192.168.1.12;192.168.1.51;35347;102;78;0;1;138575;;;9
15:43:43.36;173.687240000;192.168.1.51;192.168.1.12;102;35347;556;1;1;138575;;;
15:43:43.83;174.150954000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722996;;;9
15:43:43.84;174.164262000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722996;;;
15:43:45.38;175.699027000;192.168.1.12;192.168.1.52;35091;102;78;0;1;138576;;;9
15:43:45.39;175.713239000;192.168.1.52;192.168.1.12;102;35091;564;1;1;138576;;;
15:43:47.11;177.430141000;192.168.1.11;192.168.1.61;49621;102;78;0;1;722997;;;9
15:43:47.11;177.432997000;192.168.1.61;192.168.1.11;102;49621;141;1;1;722997;;;
15:43:47.55;177.869282000;192.168.1.11;192.168.1.51;49622;102;78;0;1;722998;;;9
15:43:47.56;177.882677000;192.168.1.51;192.168.1.11;102;49622;556;1;1;722998;;;
15:43:48.85;179.177312000;192.168.1.11;192.168.1.52;49623;102;78;0;1;722999;;;9
15:43:48.87;179.190757000;192.168.1.52;192.168.1.11;102;49623;564;1;1;722999;;;
15:43:52.13;182.452234000;192.168.1.11;192.168.1.61;49621;102;78;0;1;723000;;;9
15:43:52.13;182.455123000;192.168.1.61;192.168.1.11;102;49621;141;1;1;723000;;;
15:43:52.57;182.889294000;192.168.1.11;192.168.1.51;49622;102;78;0;1;723001;;;9
