TimeStamp;Relative Time;srcIP;dstIP;srcPort;dstPort;ipLen;MMS Type;MMS Service;Invoke Id;Domain Id;Item Id;Object Class
14:25:34.98;44.985370000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720189;;;9
14:25:34.99;44.997640000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720189;;;
14:25:36.08;46.079499000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720190;;;9
14:25:36.09;46.093291000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720190;;;
14:25:39.46;49.462594000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720191;;;9
14:25:39.46;49.465420000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720191;;;
14:25:39.68;49.683566000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137648;;;9
14:25:39.69;49.696620000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137648;;;
14:25:40.01;50.009582000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720192;;;9
14:25:40.02;50.023322000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720192;;;
14:25:41.10;51.099554000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720193;;;9
14:25:41.11;51.111939000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720193;;;
14:25:43.11;53.116735000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137649;;;9
14:25:43.13;53.130697000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137649;;;
14:25:44.47;54.468533000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720194;;;9
14:25:44.47;54.471442000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720194;;;
14:25:45.03;55.031598000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720195;;;9
14:25:45.04;55.046875000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720195;;;
14:25:46.12;56.122724000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720196;;;9
14:25:46.13;56.135804000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720196;;;
14:25:49.51;59.509063000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720197;;;9
14:25:49.51;59.511844000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720197;;;
14:25:49.70;59.699926000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137650;;;9
14:25:49.71;59.713455000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137650;;;
14:25:50.05;60.052859000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720198;;;9
14:25:50.06;60.066387000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720198;;;
14:25:51.15;61.149900000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720199;;;9
14:25:51.16;61.163320000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720199;;;
14:25:53.13;63.129959000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137651;;;9
14:25:53.14;63.142902000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137651;;;
14:25:54.53;64.532037000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720200;;;9
14:25:54.53;64.534804000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720200;;;
14:25:55.08;65.078138000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720201;;;9
14:25:55.09;65.091795000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720201;;;
14:25:56.17;66.168885000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720202;;;9
14:25:56.18;66.183480000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720202;;;
14:25:59.56;69.559175000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720203;;;9
14:25:59.56;69.562275000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720203;;;
14:25:59.73;69.729094000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137652;;;9
14:25:59.74;69.742475000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137652;;;
14:26:00.10;70.101081000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720204;;;9
14:26:00.11;70.116176000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720204;;;
14:26:01.19;71.194179000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720205;;;9
14:26:01.20;71.207747000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720205;;;
14:26:03.16;73.159374000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137653;;;9
14:26:03.17;73.172555000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137653;;;
14:26:04.58;74.579203000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720206;;;9
14:26:04.58;74.582182000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720206;;;
14:26:05.13;75.128235000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720207;;;9
14:26:05.14;75.141728000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720207;;;
14:26:06.21;76.215254000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720208;;;9
14:26:06.23;76.229153000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720208;;;
14:26:09.60;79.602352000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720209;;;9
14:26:09.60;79.605236000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720209;;;
14:26:09.76;79.759536000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137654;;;9
14:26:09.77;79.772824000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137654;;;
14:26:10.15;80.148254000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720210;;;9
14:26:10.16;80.161785000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720210;;;
14:26:11.23;81.237612000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720211;;;9
14:26:11.25;81.250925000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720211;;;
14:26:13.19;83.193587000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137655;;;9
14:26:13.20;83.207255000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137655;;;
14:26:14.62;84.627796000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720212;;;9
14:26:14.63;84.630704000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720212;;;
14:26:15.17;85.168660000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720213;;;9
14:26:15.18;85.182301000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720213;;;
14:26:16.26;86.260862000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720214;;;9
14:26:16.27;86.276210000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720214;;;
14:26:19.65;89.652018000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720215;;;9
14:26:19.65;89.654883000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720215;;;
14:26:19.77;89.777004000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137656;;;9
14:26:19.79;89.790370000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137656;;;
14:26:20.19;90.194070000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720216;;;9
14:26:20.21;90.210073000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720216;;;
14:26:21.28;91.284147000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720217;;;9
14:26:21.30;91.298174000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720217;;;
14:26:23.21;93.208248000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137657;;;9
14:26:23.22;93.223946000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137657;;;
14:26:24.67;94.675372000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720218;;;9
14:26:24.68;94.678178000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720218;;;
14:26:25.21;95.217500000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720219;;;9
14:26:25.23;95.231039000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720219;;;
14:26:26.30;96.307454000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720220;;;9
14:26:26.32;96.321098000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720220;;;
14:26:29.69;99.694752000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720221;;;9
14:26:29.69;99.697611000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720221;;;
14:26:29.81;99.808806000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137658;;;9
14:26:29.82;99.823151000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137658;;;
14:26:30.24;100.238825000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720222;;;9
14:26:30.25;100.253027000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720222;;;
14:26:31.33;101.333810000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720223;;;9
14:26:31.34;101.347326000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720223;;;
14:26:33.24;103.240067000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137659;;;9
14:26:33.25;103.252578000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137659;;;
14:26:34.72;104.719225000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720224;;;9
14:26:34.72;104.722165000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720224;;;
14:26:35.26;105.265267000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720225;;;9
14:26:35.27;105.277599000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720225;;;
14:26:36.35;106.358089000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720226;;;9
14:26:36.37;106.371143000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720226;;;
14:26:39.74;109.743525000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720227;;;9
14:26:39.74;109.746303000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720227;;;
14:26:39.83;109.835403000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137660;;;9
14:26:39.85;109.849987000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137660;;;
14:26:40.28;110.286388000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720228;;;9
14:26:40.30;110.298733000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720228;;;
14:26:41.38;111.379538000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720229;;;9
14:26:41.39;111.391918000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720229;;;
14:26:43.27;113.270710000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137661;;;9
14:26:43.28;113.284587000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137661;;;
14:26:44.76;114.762853000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720230;;;9
14:26:44.76;114.765592000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720230;;;
14:26:45.31;115.314695000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720231;;;9
14:26:45.33;115.328372000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720231;;;
14:26:46.40;116.400741000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720232;;;9
14:26:46.41;116.413869000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720232;;;
14:26:49.79;119.791033000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720233;;;9
14:26:49.79;119.793766000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720233;;;
14:26:49.85;119.852044000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137662;;;9
14:26:49.86;119.865456000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137662;;;
14:26:50.33;120.335071000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720234;;;9
14:26:50.35;120.348400000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720234;;;
14:26:51.41;121.415081000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720235;;;9
14:26:51.43;121.429598000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720235;;;
14:26:53.28;123.283315000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137663;;;9
14:26:53.29;123.296924000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137663;;;
14:26:54.81;124.809331000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720236;;;9
14:26:54.81;124.812151000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720236;;;
14:26:55.36;125.359368000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720237;;;9
14:26:55.37;125.372552000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720237;;;
14:26:56.45;126.448336000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720238;;;9
14:26:56.46;126.463459000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720238;;;
14:26:59.83;129.835567000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720239;;;9
14:26:59.84;129.838342000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720239;;;
14:26:59.88;129.883547000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137664;;;9
14:26:59.89;129.896747000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137664;;;
14:27:00.38;130.382664000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720240;;;9
14:27:00.39;130.395829000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720240;;;
14:27:01.47;131.470846000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720241;;;9
14:27:01.48;131.484390000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720241;;;
14:27:03.31;133.313884000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137665;;;9
14:27:03.32;133.326910000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137665;;;
14:27:04.86;134.861948000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720242;;;9
14:27:04.86;134.864901000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720242;;;
14:27:05.40;135.401965000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720243;;;9
14:27:05.41;135.415102000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720243;;;
14:27:06.49;136.494016000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720244;;;9
14:27:06.50;136.507952000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720244;;;
14:27:09.88;139.879232000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720245;;;9
14:27:09.88;139.882091000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720245;;;
14:27:09.91;139.914281000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137666;;;9
14:27:09.92;139.927949000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137666;;;
14:27:10.42;140.425248000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720246;;;9
14:27:10.43;140.437568000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720246;;;
14:27:11.52;141.523436000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720247;;;9
14:27:11.53;141.536940000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720247;;;
14:27:13.34;143.347406000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137667;;;9
14:27:13.36;143.360288000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137667;;;
14:27:14.90;144.907529000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720248;;;9
14:27:14.91;144.910248000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720248;;;
14:27:15.45;145.448493000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720249;;;9
14:27:15.46;145.461767000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720249;;;
14:27:16.54;146.540533000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720250;;;9
14:27:16.55;146.553074000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720250;;;
14:27:19.92;149.926763000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720251;;;9
14:27:19.92;149.927746000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137668;;;9
14:27:19.93;149.929593000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720251;;;
14:27:19.94;149.940424000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137668;;;
14:27:20.47;150.472914000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720252;;;9
14:27:20.48;150.486398000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720252;;;
14:27:21.56;151.566011000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720253;;;9
14:27:21.58;151.579542000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720253;;;
14:27:23.36;153.363033000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137669;;;9
14:27:23.37;153.376719000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137669;;;
14:27:24.95;154.950068000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720254;;;9
14:27:24.95;154.952929000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720254;;;
14:27:25.49;155.495034000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720255;;;9
14:27:25.50;155.507849000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720255;;;
14:27:26.58;156.585573000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720256;;;9
14:27:26.60;156.601166000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720256;;;
14:27:29.95;159.955440000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720257;;;9
14:27:29.96;159.958297000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720257;;;
14:27:29.96;159.958303000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137670;;;9
14:27:29.97;159.971211000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137670;;;
14:27:30.53;160.536446000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720258;;;9
14:27:30.55;160.549941000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720258;;;
14:27:31.63;161.630425000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720259;;;9
14:27:31.64;161.644746000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720259;;;
14:27:33.39;163.394014000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137671;;;9
14:27:33.40;163.407625000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137671;;;
14:27:35.01;165.016594000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720260;;;9
14:27:35.02;165.019411000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720260;;;
14:27:35.55;165.555735000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720261;;;9
14:27:35.57;165.569330000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720261;;;
14:27:36.65;166.649704000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720262;;;9
14:27:36.66;166.663368000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720262;;;
14:27:39.99;169.990924000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137672;;;9
14:27:40.00;170.004470000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137672;;;
14:27:40.04;170.039860000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720263;;;9
14:27:40.04;170.042635000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720263;;;
14:27:40.58;170.580952000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720264;;;9
14:27:40.59;170.593286000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720264;;;
14:27:41.67;171.674032000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720265;;;9
14:27:41.68;171.687461000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720265;;;
14:27:43.42;173.422117000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137673;;;9
14:27:43.43;173.435035000;192.168.1.52;192.168.1.12;102;35091;564;1;1;137673;;;
14:27:45.06;175.062205000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720266;;;9
14:27:45.06;175.065115000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720266;;;
14:27:45.60;175.607166000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720267;;;9
14:27:45.62;175.620693000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720267;;;
14:27:46.70;176.700314000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720268;;;9
14:27:46.71;176.713347000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720268;;;
14:27:50.01;180.008483000;192.168.1.12;192.168.1.51;35347;102;78;0;1;137674;;;9
14:27:50.02;180.021955000;192.168.1.51;192.168.1.12;102;35347;556;1;1;137674;;;
14:27:50.08;180.079519000;192.168.1.11;192.168.1.61;49621;102;78;0;1;720269;;;9
14:27:50.08;180.082294000;192.168.1.61;192.168.1.11;102;49621;141;1;1;720269;;;
14:27:50.63;180.628500000;192.168.1.11;192.168.1.51;49622;102;78;0;1;720270;;;9
14:27:50.64;180.642033000;192.168.1.51;192.168.1.11;102;49622;556;1;1;720270;;;
14:27:51.72;181.723522000;192.168.1.11;192.168.1.52;49623;102;78;0;1;720271;;;9
14:27:51.73;181.737531000;192.168.1.52;192.168.1.11;102;49623;564;1;1;720271;;;
14:27:53.44;183.438619000;192.168.1.12;192.168.1.52;35091;102;78;0;1;137675;;;9
